,CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,CUENCA,CUERPO DE AGUA,TIPO,SUBTIPO,LONGITUD,LATITUD,PERIODO,Demanda Bioquímica de Oxígeno (DBO) [mg/L],Demanda Química de Oxígeno (DQO) [mg/L],Sólidos Suspendidos Totales (SST) [mg/L],Coliformes Fecales (CF) [NMP/100mL],E. Coli (EC) [NMP/100mL],Enterococos (ENT) [NMP/100mL],Toxicidad aguda (TA) [UTa],Oxígeno Disuelto (OD) [mg/L],SEMAFORO,CONTAMINANTES
3777,OCNOR4126,RH9-2 SONORA SUR,NOROESTE,SONORA,GUAYMAS,RÍO YAQUI 3,RIO YAQUI,LÓTICO (HUMEDAL),RÍO,-110.49401,27.60468,2012-2023,5.7,33.936,47,19863,119,,<1,106.3,Amarillo,"CF,"
3778,OCNOR4127,DESEMBOCADURA RIO YAQUI,NOROESTE,SONORA,GUAYMAS,RÍO YAQUI 3,TRANSICION RIO - MAR,LÓTICO - COSTERO (HUMEDAL),RÍO,-110.60887,27.65078,2012-2023,,,32.65,30,,<3,,,Verde,
3779,OCNOR4128,RIO YAQUI 3,NOROESTE,SONORA,GUAYMAS,RÍO YAQUI 3,RIO YAQUI,LÓTICO - COSTERO (HUMEDAL),OCÉANO-MAR,-110.61094,27.64876,2012-2023,,,34.67,41,12247.5,<3,,93.75,Amarillo,"E_COLI,"
3780,OCNOR4129,RIO YAQUI 2,NOROESTE,SONORA,GUAYMAS,RÍO YAQUI 3,RIO YAQUI,LÓTICO (HUMEDAL),RÍO,-110.37572,27.6387,2012-2023,<3,27.26,29.84,6309.5,170.5,,<1,83.85,Amarillo,"CF,"
3781,OCNOR4131,RIO YAQUI 1,NOROESTE,SONORA,GUAYMAS,RÍO YAQUI 3,RIO YAQUI,LÓTICO,RÍO,-110.20206,27.55825,2012-2023,5.105,42.902,171.66500000000002,14403.5,1738,,<1,58.9,Rojo,"DQO,SST,CF,E_COLI,"
3782,OCNOR4133,SUR (SONORA)  (A) AGUAS ABAJO,NOROESTE,SONORA,CAJEME,RÍO YAQUI 3,DREN 400 Y KINO,LÓTICO,DREN,-109.97386,27.42778,2012-2023,70.32,219.582,86,24196,24196,,3.36,<10,Rojo,"DBO,DQO,CF,E_COLI,OD%L,TOX_L,"
3783,OCNOR4134,NORTE (SONORA)  (A) AGUAS ARRIBA,NOROESTE,SONORA,CAJEME,RÍO YAQUI 3,DREN BORDO PRIETO,LÓTICO,DREN,-109.96913,27.51783,2012-2023,4.06,31.87,52,24196,5475,,1.62,90.19999999999999,Rojo,"CF,E_COLI,TOX_L,"
3784,OCNOR4135,NORTE (SONORA)  (A) AGUAS ABAJO,NOROESTE,SONORA,CAJEME,RÍO YAQUI 3,DREN BORDO PRIETO,LÓTICO,DREN,-109.97482,27.51901,2012-2023,41.03,145.02,54,24196,24196,,3.37,40.9,Rojo,"DBO,DQO,CF,E_COLI,TOX_L,"
3785,OCNOR4136,SUR (SONORA)  (A) AGUAS ARRIBA,NOROESTE,SONORA,CAJEME,RÍO YAQUI 3,DREN 400 Y KINO,LÓTICO,DREN,-109.97339,27.44611,2012-2023,5.305,46.585,<25,6979,660.5,,<1,96.4,Rojo,"DQO,CF,"
3786,OCNOR4138,CANAL PRINCIPAL BAJO,NOROESTE,SONORA,CAJEME,RÍO YAQUI 3,CANAL PRINCIPAL BAJO,LÓTICO,CANAL,-109.92872,27.56174,2012-2023,<3,17.288,<25,1686.5,68.5,,<1,96,Amarillo,"CF,"
3787,OCNOR4139,PUENTE CARRETERA INTERNACIONAL,NOROESTE,SONORA,CAJEME,RÍO YAQUI 3,RIO YAQUI,LÓTICO,RÍO,-109.93034,27.5951,2012-2023,<3,16.04,<25,1430,20,,<1,85.9,Amarillo,"CF,"
3788,OCNOR4140,CALLE 300,NOROESTE,SONORA,CAJEME,RÍO YAQUI 3,DREN CALLE 300,LÓTICO,DREN,-109.91013,27.46438,2012-2023,6.96,48.595,71.8,24196,3763.5,,<1,79.6,Rojo,"DQO,CF,E_COLI,TOX_L,"
3789,OCNOR4141,"CERVECERIA MODELO DEL NOROESTE, S.A. DE C.V. (AGUAS ARRIBA)",NOROESTE,SONORA,CAJEME,RÍO YAQUI 3,DREN 300 VALLE DEL YAQUI,LÓTICO,DESCARGA,-109.88914,27.45662,2012-2023,9.98,69.02,120,24196,1931,,2.18,85.80000000000001,Rojo,"DQO,CF,E_COLI,"
3790,OCNOR4142,"CERVECERIA MODELO DEL NOROESTE, S.A. DE C.V. (AGUAS ABAJO)",NOROESTE,SONORA,CAJEME,RÍO YAQUI 3,DREN 300 VALLE DEL YAQUI,LÓTICO,DESCARGA,-109.89342,27.45922,2012-2023,6.49,53.57,69.09,24196,1599.5,,1.8,87.35,Rojo,"DQO,CF,E_COLI,"
3791,OCNOR4146,PRESA ALVARO OBREGON 4,NOROESTE,SONORA,CAJEME,RÍO YAQUI 2,PRESA ALVARO OBREGON,LÉNTICO (HUMEDAL),PRESA,-109.79037,27.99348,2012-2023,<3,25.537,<25,153.5,<3,,,,Verde,
3792,OCNOR4147,PRESA ALVARO OBREGON 1,NOROESTE,SONORA,CAJEME,RÍO YAQUI 2,PRESA ALVARO OBREGON,LÉNTICO (HUMEDAL),PRESA,-109.90584,27.93124,2012-2023,<3,16.875,<25,386.5,<3,,,,Verde,
3793,OCNOR4148,PRESA ALVARO OBREGON 3,NOROESTE,SONORA,CAJEME,RÍO YAQUI 2,PRESA ALVARO OBREGON,LÉNTICO (HUMEDAL),PRESA,-109.8773,27.86251,2012-2023,<3,14.6658,<25,10,<3,,,,Verde,
3794,OCNOR4149,PRESA ALVARO OBREGON 2,NOROESTE,SONORA,CAJEME,RÍO YAQUI 2,PRESA ALVARO OBREGON,LÉNTICO (HUMEDAL),PRESA,-109.8864,27.82197,2012-2023,<3,12.5372,<25,190.5,<3,,,,Verde,
3795,OCNOR4151,RIO YAQUI 4,NOROESTE,SONORA,CAJEME,RÍO YAQUI 2,RIO YAQUI,LÓTICO (HUMEDAL),RÍO,-109.86339,28.13824,2012-2023,<3,18.305,53,3255,52,,<1,95.9,Amarillo,"CF,"
3796,OCNOR4152,PRESA PUNTA DE AGUA,NOROESTE,SONORA,GUAYMAS,RÍO MÁTAPE 1,PRESA IGNACIO L. ALATORRE,LÉNTICO (HUMEDAL),PRESA,-110.39733,28.42906,2012-2023,<3,29.26,44.29,571,10,,,,Verde,
3797,OCNOR4157,"EMPALME GUAYMAS SEG 34, 2 ISA8A",NOROESTE,SONORA,EMPALME,RÍO MÁTAPE 2,OCEANO PACIFICO,COSTERO,BAHIA,-110.82939,27.96562,2012-2023,,,94,256.5,,72,,,Verde,
3798,OCNOR4158,"EMPALME GUAYMAS SEG 34, 3 ISA8A",NOROESTE,SONORA,EMPALME,RÍO MÁTAPE 2,OCEANO PACIFICO,COSTERO (HUMEDAL),OCÉANO-MAR,-110.82995,27.95772,2012-2023,,,56.7742,172,,10,,,Verde,
3799,OCNOR4159,"EMPALME GUAYMAS SEG 34, 4 ISA8A",NOROESTE,SONORA,EMPALME,RÍO MÁTAPE 2,OCEANO PACIFICO,COSTERO (HUMEDAL),OCÉANO-MAR,-110.82397,27.95027,2012-2023,,,27.5,74.5,,<3,,,Verde,
3800,OCNOR4160,"EMPALME GUAYMAS SEG 34, 1 ISA8A",NOROESTE,SONORA,GUAYMAS,RÍO MÁTAPE 2,OCEANO PACIFICO,COSTERO (HUMEDAL),OCÉANO-MAR,-110.85173,27.96257,2012-2023,,,74.91499999999999,174,,20,,,Verde,
3801,OCNOR4161,GUAYMAS 1,NOROESTE,SONORA,GUAYMAS,RÍO MÁTAPE 2,BAHIA DE GUAYMAS,COSTERO,BAHIA,-110.859419,27.93885,2012-2023,,,29,46.5,,<3,,,Verde,
3802,OCNOR4162,GUAYMAS 2,NOROESTE,SONORA,GUAYMAS,RÍO MÁTAPE 2,BAHIA DE GUAYMAS,COSTERO (HUMEDAL),BAHIA,-110.888459,27.920727,2012-2023,,,<25,46.5,,<3,,,Verde,
3803,OCNOR4163,GUAYMAS 3,NOROESTE,SONORA,GUAYMAS,RÍO MÁTAPE 2,BAHIA DE GUAYMAS,COSTERO (HUMEDAL),BAHIA,-110.88957,27.91478,2012-2023,,,27.072200000000002,25.5,,<3,,,Verde,
3804,OCNOR4164,GUAYMAS 4,NOROESTE,SONORA,GUAYMAS,RÍO MÁTAPE 2,BAHIA DE GUAYMAS,COSTERO (HUMEDAL),BAHIA,-110.90126,27.90161,2012-2023,,,35.75,80,,<3,,,Verde,
3805,OCNOR4166,"INDUSTRIAL PESQUERA HERAS, S.A. DE C.V. (AGUAS ARRIBA)",NOROESTE,SONORA,GUAYMAS,RÍO MÁTAPE 2,AFLUENTE DE DESCARGAS AGUA DE MAR Y CUERPO DE DESCARGA BAHIA EL PARAJE,COSTERO,DESCARGA,-110.86884,27.87997,2012-2023,,,54,3076,,6780,,,Rojo,"CF,ENT_FEC,OD%S,OD%M,OD%F,TOX_S,TOX_F,"
3806,OCNOR4167,"INDUSTRIAL PESQUERA HERAS, S.A. DE C.V. (AGUAS ABAJO)",NOROESTE,SONORA,GUAYMAS,RÍO MÁTAPE 2,AFLUENTE DE DESCARGAS AGUA DE MAR Y CUERPO DE DESCARGA BAHIA EL PARAJE,COSTERO,DESCARGA,-110.86709,27.8802,2012-2023,,,28.5,1092.5,,318,,,Rojo,"CF,ENT_FEC,OD%S,OD%M,OD%F,TOX_S,TOX_F,"
3807,OCNOR4169,ESTERO EL SOLDADO 3,NOROESTE,SONORA,GUAYMAS,RÍO MÁTAPE 2,ESTERO EL SOLDADO,COSTERO (HUMEDAL),ESTERO,-110.97128,27.97189,2012-2023,,,313.75,529,1570,36,,111.55000000000001,Amarillo,"SST,E_COLI,"
3808,OCNOR4170W1,ESTERO DEL SOLDADO,NOROESTE,SONORA,GUAYMAS,RÍO MÁTAPE 2,SAN JOSE DE GUAYMAS,LÓTICO (HUMEDAL),ARROYO,-110.97222,27.97831,2012-2023,<3,19.26,40.585,9234,61,160,<1,92,Amarillo,"CF,"
3809,OCNOR4171,ESTERO EL SOLDADO 2,NOROESTE,SONORA,GUAYMAS,RÍO MÁTAPE 2,ESTERO EL SOLDADO,COSTERO (HUMEDAL),ESTERO,-110.978,27.9637,2012-2023,,229.38,79.5,4352,1331,,,,Rojo,"DQO,CF,E_COLI,"
3810,OCNOR4171W1,ESTERO EL SOLDADO 2,NOROESTE,SONORA,GUAYMAS,RÍO MÁTAPE 2,ESTERO EL SOLDADO,COSTERO (HUMEDAL),ESTERO,-110.977866,27.964496,2012-2023,,,111,141,,10,,,Verde,
3811,OCNOR4172,ESTERO EL SOLDADO 1,NOROESTE,SONORA,GUAYMAS,RÍO MÁTAPE 2,ESTERO EL SOLDADO,COSTERO (HUMEDAL),ESTERO,-110.977198,27.95412,2012-2023,,,<25,10,,<3,,,Verde,
3812,OCNOR4182,"LAS GUASIMAS SEG 35, 1 ISA9",NOROESTE,SONORA,EMPALME,RÍO MÁTAPE 2,BAHIA LAS GUÁSIMAS,COSTERO (HUMEDAL),BAHIA,-110.605764,27.88698,2012-2023,,,<25,63,,<3,,,Verde,
3813,OCNOR4183,"LAS GUASIMAS SEG35, 2 ISA9",NOROESTE,SONORA,GUAYMAS,RÍO MÁTAPE 2,BAHIA LAS GUÁSIMAS,COSTERO (HUMEDAL),BAHIA,-110.58248,27.88197,2012-2023,,,42.7,287,,63,,,Verde,
3814,OCNOR4184,"LAS GUASIMAS SEG 35, 3 ISA9",NOROESTE,SONORA,GUAYMAS,RÍO MÁTAPE 2,BAHIA LAS GUÁSIMAS,COSTERO (HUMEDAL),BAHIA,-110.52744,27.84876,2012-2023,,,120,275,,10,,,Verde,
3815,OCNOR4185,PRESA ADOLFO RUIZ CORTINES 1,NOROESTE,SONORA,ALAMOS,RÍO MAYO 2,PRESA ADOLFO RUIZ CORTINES,LÉNTICO (HUMEDAL),PRESA,-109.14266,27.326,2012-2023,<3,32.08,<25,110,<3,,,,Verde,
3816,OCNOR4186,PRESA ADOLFO RUIZ CORTINES 2,NOROESTE,SONORA,ALAMOS,RÍO MAYO 2,PRESA ADOLFO RUIZ CORTINES,LÉNTICO (HUMEDAL),PRESA,-109.103949,27.225938,2012-2023,<3,25.79,<25,187,<3,,,,Verde,
3817,OCNOR4187,PRESA ADOLFO RUIZ CORTINES 3,NOROESTE,SONORA,ALAMOS,RÍO MAYO 2,ADOLFO RUIZ CORTINES,LÉNTICO (HUMEDAL),PRESA,-109.03323,27.20843,2012-2023,3.685,24.65,<25,223.5,<3,,,,Verde,
3818,OCNOR4188,RIO MAYO 6,NOROESTE,SONORA,ALAMOS,RÍO MAYO 2,RIO MAYO,LÓTICO (HUMEDAL),RÍO,-109.00816,27.22178,2012-2023,<3,28.56,<25,842,<3,,<1,85.7,Verde,
3819,OCNOR4189,RIO MAYO 8,NOROESTE,SONORA,ALAMOS,RÍO MAYO 2,RIO MAYO,LÓTICO,RÍO,-108.92372,27.351,2012-2023,<3,19.32,<25,2282,20,,<1,100.1,Amarillo,"CF,"
3820,OCNOR4190,RIO MAYO 9,NOROESTE,SONORA,ALAMOS,RÍO MAYO 2,RIO MAYO,LÓTICO,RÍO,-108.90729,27.37488,2012-2023,<3,16,<25,1956,20,,<1,97.6,Amarillo,"CF,"
3821,OCNOR4191,RIO MAYO 7,NOROESTE,SONORA,NAVOJOA,RÍO MAYO 3,RIO MAYO,LÓTICO,RÍO,-109.18935,27.20406,2012-2023,<3,20.7698,<25,2098,20,,<1,92.4,Amarillo,"CF,"
3822,OCNOR4195,SISTEMA LAGUNAR AGIABAMPO 6,NOROESTE,SONORA,HUATABAMPO,GRUPO DE CORRIENTES AGIABAMPO,LAGUNA AGIABAMPO,COSTERO (HUMEDAL),LAGUNA,-109.20165,26.40326,2012-2023,,,33.9,228,,<3,,,Verde,
3823,OCNOR4196,SISTEMA LAGUNAR AGIABAMPO 5,NOROESTE,SONORA,HUATABAMPO,GRUPO DE CORRIENTES AGIABAMPO,LAGUNA AGIABAMPO,COSTERO (HUMEDAL),LAGUNA,-109.18453,26.39273,2012-2023,,,<25,106,,<3,,,Verde,
3824,OCNOR4197,SISTEMA LAGUNAR AGIABAMPO-BACREHUIS-RIO FUERTE ANTIGUO 2,NOROESTE,SONORA,HUATABAMPO,GRUPO DE CORRIENTES AGIABAMPO,SISTEMA LAGUNAR AGIABAMPO-BACREHUIS-RÍO FUERTE ANTIGUO 2,COSTERO (HUMEDAL),LAGUNA,-109.20431,26.36729,2012-2023,,,<25,31,,<3,,,Verde,
3825,OCNOR4198,SISTEMA LAGUNAR AGIABAMPO-BACREHUIS-RIO FUERTE ANTIGUO 4,NOROESTE,SONORA,HUATABAMPO,GRUPO DE CORRIENTES AGIABAMPO,SISTEMA LAGUNAR AGIABAMPO-BACREHUIS-RÍO FUERTE ANTIGUO 4,COSTERO (HUMEDAL),LAGUNA,-109.26033,26.32015,2012-2023,,,<25,10,,<3,,,Verde,
3826,OCNOR4199,SISTEMA LAGUNAR AGIABAMPO-BACREHUIS-RIO FUERTE ANTIGUO 1,NOROESTE,SONORA,HUATABAMPO,GRUPO DE CORRIENTES AGIABAMPO,SISTEMA LAGUNAR AGIABAMPO-BACREHUIS-RÍO FUERTE ANTIGUO 1,COSTERO (HUMEDAL),LAGUNA,-109.16325,26.32886,2012-2023,,,<25,63,,<3,,,Verde,
3827,OCNOR4201W1,SISTEMA LAGUNAR AGIABAMPO-BACREHUIS-RIO FUERTE ANTIGUO 5,NOROESTE,SONORA,HUATABAMPO,GRUPO DE CORRIENTES AGIABAMPO,SISTEMA LAGUNAR AGIABAMPO-BACREHUIS-RÍO FUERTE ANTIGUO 5,LÉNTICO - COSTERO (HUMEDAL),LAGUNA,-109.12273,26.35449,2012-2023,6.4,62.57,<25,9564,10,97.5,,,Rojo,"DQO,CF,"
3828,OCNOR4202W1,SISTEMA LAGUNAR AGIABAMPO 4,NOROESTE,SONORA,HUATABAMPO,GRUPO DE CORRIENTES AGIABAMPO,SISTEMA LAGUNAR AGIABAMPO 4,LÉNTICO - COSTERO,LAGUNA,-109.12356,26.30426,2012-2023,,,142.1429,2915.5,,41,,,Amarillo,"CF,"
3829,OCNOR4204,HUMEDAL DE LA BAHIA DE ADAIR 3,NOROESTE,SONORA,PUERTO PEÑASCO,LOS VIDRIOS 1,HUMEDAL DE LA BAHIA DE ADAIR 3,COSTERO (HUMEDAL),BAHIA,-113.896389,31.601389,2012-2023,,,33,<3,,<3,,,Verde,
3830,OCNOR4206,"SEGMENTO 31, 1 ISA10D",NOROESTE,SONORA,PUERTO PEÑASCO,RÍO SONOYTA 1,OCEANO PACIFICO,COSTERO,OCÉANO-MAR,-113.622561,31.406111,2012-2023,,,<25,<3,,<3,,,Verde,
3831,OCNOR4207,"SEGMENTO 31, 2 ISA10D",NOROESTE,SONORA,PUERTO PEÑASCO,RÍO SONOYTA 1,OCEANO PACIFICO,COSTERO,OCÉANO-MAR,-113.63483,31.39348,2012-2023,,,26.6667,<3,,<3,,,Verde,
3832,OCNOR4208,HUMEDAL DE LA BAHIA ADAIR 1,NOROESTE,SONORA,PUERTO PEÑASCO,RÍO SONOYTA 1,HUMEDAL DE LA BAHIA ADAIR 1,COSTERO (HUMEDAL),BAHIA,-113.6112,31.342433,2012-2023,,,<25,<3,,<3,,,Verde,
3833,OCNOR4209,PUERTO PEÑASCO 2,NOROESTE,SONORA,PUERTO PEÑASCO,RÍO SONOYTA 1,OCEANO PACIFICO,COSTERO,OCÉANO-MAR,-113.544808,31.307376,2012-2023,,,<25,<3,,<3,,,Verde,
3834,OCNOR4210,PUERTO PEÑASCO 1,NOROESTE,SONORA,PUERTO PEÑASCO,RÍO SONOYTA 1,OCEANO PACIFICO,COSTERO,OCÉANO-MAR,-113.545,31.3075,2012-2023,,,<25,6.5,,<3,,,Verde,
3835,OCNOR4210M1,PUERTO PEÑASCO 1,NOROESTE,SONORA,PUERTO PEÑASCO,RÍO SONOYTA 1,OCEANO PACIFICO,COSTERO,OCEANO-MAR,-113.552699,31.308561,2012-2023,,,<25,<3,,<3,,,Verde,
3836,OCNOR4215,HUMEDALES DE BAHIA SAN JORGE 3,NOROESTE,SONORA,PUERTO PEÑASCO,RÍO CONCEPCIÓN,HUMEDALES DE BAHIA SAN JORGE 3,COSTERO (HUMEDAL),BAHIA,-113.110608,31.186111,2012-2023,,,<25,<3,,<3,,,Verde,
3837,OCNOR4216,HUMEDALES DE BAHIA SAN JORGE 2,NOROESTE,SONORA,PUERTO PEÑASCO,RÍO CONCEPCIÓN,HUMEDALES DE BAHIA SAN JORGE 2,COSTERO,BAHIA,-113.093333,31.145278,2012-2023,,,<25,<3,,<3,,,Verde,
3838,OCNOR4217,HUMEDALES DE BAHIA SAN JORGE 1,NOROESTE,SONORA,PUERTO PEÑASCO,RÍO CONCEPCIÓN,HUMEDALES DE BAHIA SAN JORGE 1,COSTERO,BAHIA,-113.115833,31.055278,2012-2023,,,<25,<3,,<3,,,Verde,
3839,OCNOR5315,"LIGA MEXICO PANAMERICANA MEDICO EDUCACIONAL, A.C. - AGUAS ABAJO",NOROESTE,SONORA,NAVOJOA,RÍO MAYO 3,DREN AGRICOLA,LÓTICO,DREN,-109.53111,26.99972,2012-2023,3.2,72.76,<25,24196,6131,,1.0248001639680262,10.9,Rojo,"DQO,CF,E_COLI,OD%L,"
3840,OCNOR6513,BOQUILLA ORÉGANO,NOROESTE,SONORA,HERMOSILLO,RÍO SONORA 2,PRESA EL MOLINITO,LÓTICO,PRESA,-110.70955,29.22709,2012-2023,<3,54.32,50.305,8772.5,30.5,,,,Rojo,"DQO,CF,"
3841,OCNOR6515,HACIA EL ACUEDUCTO,NOROESTE,SONORA,HERMOSILLO,RÍO SONORA 2,RIO SONORA,LÓTICO,RÍO,-110.72855,29.21265,2012-2023,<3,<10,<25,9061.5,31,,<1,96.75,Amarillo,"CF,"
3842,OCPBC0005RNL,EFLUENTE PTAR ZARAGOZA,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,MEXICALI,RÍO COLORADO,0,LÓTICO,DESCARGA,-115.554184,32.611716,2012-2023,22.55,198.5,55,7.75,,,,82.2,Rojo,"DQO,"
3843,OCPBC0006RNL,DREN SUBRAMAL 12+409,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,MEXICALI,RÍO COLORADO,DREN SUBRAMAL 12+409,LÓTICO,DREN,-115.649646,32.604955,2012-2023,16.5,142,49,<3,,,,105.9,Rojo,"DQO,"
3844,OCPBC0007RNL,PTAR EFLUENTE EL NARANJO,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,ENSENADA,ENSENADA-EL GALLO,0,LÓTICO,DESCARGA,-116.611511,31.846506,2012-2023,,,,24196,,460000,,<10,Rojo,"CF,ENT_FEC,OD%L,"
3845,OCPBC0008RNL,PTAR EFLUENTE EL GALLO,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,ENSENADA,ENSENADA-EL GALLO,0,LÓTICO,DESCARGA,-116.61179,31.846521,2012-2023,,,,<3,,<3,,73.7,Verde,
3846,OCPBC0010RNL,ARROYO DESPUÉS DEL HUMEDAL,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,ENSENADA,ENSENADA-EL GALLO,ARROYO EL GALLO,LÓTICO,ARROYO,-116.613884,31.84374,2012-2023,,,,<3,,<3,,94.2,Verde,
3847,OCPBC0011RNL,MEZCLA MAR-ARROYO,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,ENSENADA,ENSENADA-EL GALLO,ARROYO EL GALLO,LÓTICO,ARROYO,-116.614078,31.84307,2012-2023,,,,,,<3,,95.4,Verde,
3848,OCPBC0012RNL,PLAYA HERMOSA A 350 METROS,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,ENSENADA,ENSENADA-EL GALLO,OCEÁNO PACÍFICO,COSTERO,OCÉANO-MAR,-116.612174,31.840029,2012-2023,,,,,,20,,95.3,Verde,
3849,OCPBC0013RNL,PLAYA HERMOSA A 750 METROS,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,ENSENADA,ENSENADA-EL GALLO,OCEÁNO PACÍFICO,COSTERO,OCÉANO-MAR,-116.611313,31.83694,2012-2023,,,,,,31,,97.1,Verde,
3850,OCPBC0014RNL,PLAYA HERMOSA A 1000 METROS,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,ENSENADA,ENSENADA-EL GALLO,OCEÁNO PACÍFICO,COSTERO,OCÉANO-MAR,-116.610666,31.833874,2012-2023,,,,,,10,,92.2,Verde,
3851,OCPBC0015RNL,LAGUNA CAMPESTRE,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,MEXICALI,RÍO COLORADO,LAGUNA CAMPESTRE,LÉNTICO,LAGUNA,-115.453955,32.580233,2012-2023,,,,,,,,138.7,Amarillo,"OD%L,"
3852,OCPBC0016RNL,DREN SUBRAMAL 0+400,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,MEXICALI,RÍO COLORADO,DREN SUBRAMAL 0+400,LÓTICO,DREN,-115.401976,32.553951,2012-2023,136.35,1410,605.65,5,,,,88.7,Rojo,"DBO,DQO,SST,"
3853,OCPBC0020RNL,ARROYO Y CALLE AMBAR,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,ENSENADA,ENSENADA- EL GALLO,ARROYO DOÑA PETRA,LOTICO,ARROYO,-116.616517,31.882283,2012-2023,21,79,<25,1500000,,,,110,Rojo,"DQO,CF,"
3854,OCPBC0021RNL,CANAL RAMAL IZQUIERDO DEL CANAL INDEPENDENCIA 1,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,MEXICALI,RIO COLORADO,CANAL RAMAL IZQUIERDO DEL CANAL INDEPENDENCIA,LOTICO,CANAL,-115.355833,32.64065,2012-2023,,,,,,,,44.5,Verde,
3855,OCPBC0022RNL,CANAL RAMAL IZQUIERDO DEL CANAL INDEPENDENCIA 2,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,MEXICALI,RIO COLORADO,CANAL RAMAL IZQUIERDO DEL CANAL INDEPENDENCIA,LOTICO,CANAL,-115.355833,32.636917,2012-2023,,,,,,,,77.5,Verde,
3856,OCPBC4232,RIO TIJUANA,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,TIJUANA,RIO TIJUANA,LÓTICO,RÍO,-117.032222,32.538556,2012-2023,43.1,172,83.077,24000,24000,,<1,88.95,Rojo,"DBO,DQO,CF,E_COLI,"
3857,OCPBC4233,RIO TIJUANA 4,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,TIJUANA,RIO TIJUANA,LÓTICO,RÍO,-116.979389,32.515917,2012-2023,42.15,174.815,101,24000,11000,,<1,110.2,Rojo,"DBO,DQO,CF,E_COLI,"
3858,OCPBC4234,ARROYO ALAMAR 3,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,TIJUANA,ARROYO ALAMAR,LÓTICO,ARROYO,-116.970333,32.515139,2012-2023,19.055,102.425,62,2400,335,,<1,118.55,Rojo,"DQO,CF,"
3859,OCPBC4235,RIO TIJUANA 3,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,TIJUANA,RIO TIJUANA,LÓTICO,RÍO,-116.968639,32.514222,2012-2023,35.19,142.35500000000002,72.5,24000,24000,,<1,122.2,Rojo,"DBO,DQO,CF,E_COLI,"
3860,OCPBC4236,RIO TIJUANA 2,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,TIJUANA,RIO TIJUANA,LÓTICO,RÍO,-116.927992,32.473983,2012-2023,53.2,181.64499999999998,79.58,24000,24000,,7.765,77,Rojo,"DBO,DQO,CF,E_COLI,TOX_L,"
3861,OCPBC4237,RIO TIJUANA 1,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,TIJUANA,RIO TIJUANA,LÓTICO,RÍO,-116.905972,32.454167,2012-2023,16.55,82.545,<25,24000,24000,,1.585,48.7,Rojo,"DQO,CF,E_COLI,"
3862,OCPBC4238,PRESA ABELARDO L. RODRIGUEZ,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,TIJUANA,PRESA ABELARDO L. RODRIGUEZ,LÉNTICO,PRESA,-116.909111,32.443889,2012-2023,3.77,53.81,<25,230,90,,,,Rojo,"DQO,"
3863,OCPBC4239,PRESA ABELARDO L. RODRIGUEZ 3,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,TIJUANA,PRESA ABELARDO L. RODRIGUEZ,LÉNTICO,PRESA,-116.911389,32.438222,2012-2023,4.83,50,<25,230,90,,,,Rojo,"DQO,"
3864,OCPBC4240,PRESA ABELARDO L. RODRIGUEZ 1,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,TIJUANA,PRESA ABELARDO L. RODRIGUEZ,LÉNTICO,PRESA,-116.90575,32.438583,2012-2023,4.68,52.01,<25,40,4,,,,Rojo,"DQO,"
3865,OCPBC4241,PRESA ABELARDO L. RODRIGUEZ 2,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,TIJUANA,PRESA ABELARDO L. RODRIGUEZ,LÉNTICO,PRESA,-116.898778,32.437166,2012-2023,5.77,58.29,<25,90,43,,,,Rojo,"DQO,"
